일시,최고기온,최저기온,일교차,강수량,평균습도,평균풍속,일조합,일사합,일조율,평균기온
2015-10-25,22.8,12.1,10.7,,51.0,2.1,8.6,12.95,78.9,16.3
2015-10-26,18.7,12.0,6.7,2.0,66.8,2.4,2.4,7.11,22.0,15.0
2015-10-27,15.9,7.7,8.2,26.5,69.3,3.2,7.0,9.17,64.8,12.1
2015-10-28,15.8,5.6,10.2,,49.0,2.5,9.7,13.01,89.8,9.9
2015-10-29,14.7,3.2,11.5,0.5,50.4,2.4,7.0,10.86,64.8,8.4
2015-10-30,10.4,1.7,8.7,,41.8,2.6,9.7,13.64,90.7,5.4
2015-10-31,12.3,1.1,11.2,,42.5,2.1,9.7,13.52,90.7,5.7
2015-11-01,12.6,1.3,11.3,,48.4,1.6,4.7,8.35,43.9,7.0
2015-11-02,15.2,6.1,9.1,,60.5,1.6,6.6,8.68,62.3,10.8
2015-11-03,18.7,6.6,12.1,,67.6,1.4,9.0,10.84,84.9,11.8
2015-11-04,19.8,5.8,14.0,,62.0,1.6,9.1,11.07,85.8,12.2
2015-11-05,19.2,8.6,10.6,,63.9,1.7,8.1,9.56,77.1,13.2
2015-11-06,19.2,9.6,9.6,4.5,63.9,4.7,5.6,8.42,53.3,13.5
2015-11-07,11.7,9.3,2.4,24.5,91.5,6.0,0.0,2.0,0.0,10.5
2015-11-08,11.8,10.3,1.5,10.5,90.6,5.2,0.0,2.05,0.0,11.1
2015-11-09,12.1,9.8,2.3,3.5,87.6,2.1,0.0,3.48,0.0,10.8
2015-11-10,13.5,7.7,5.8,,80.0,1.8,2.6,6.06,25.2,10.0
2015-11-11,17.7,6.6,11.1,,72.4,1.6,7.1,9.47,68.9,11.6
2015-11-12,21.0,10.2,10.8,,63.5,2.8,8.9,11.05,86.4,14.5
2015-11-13,13.1,10.5,2.6,22.5,83.8,4.0,0.0,1.54,0.0,11.5
2015-11-14,14.2,11.0,3.2,3.5,97.3,1.4,0.0,2.24,0.0,12.8
2015-11-15,17.2,10.6,6.6,,84.5,1.8,5.4,8.5,52.9,13.4
2015-11-16,14.0,10.7,3.3,5.5,85.1,2.8,0.0,2.51,0.0,12.2
2015-11-17,19.3,11.0,8.3,,69.6,1.8,8.8,10.27,87.1,13.9
2015-11-18,12.6,8.4,4.2,5.5,70.6,5.1,0.0,1.53,0.0,10.4
2015-11-19,10.8,6.7,4.1,,72.8,2.6,0.0,2.82,0.0,8.9
2015-11-20,14.4,7.1,7.3,,72.6,1.5,5.3,6.66,52.5,9.8
2015-11-21,15.4,5.0,10.4,,55.9,1.8,8.2,9.03,82.0,9.2
2015-11-22,15.7,5.9,9.8,3.5,66.5,2.4,3.2,6.75,32.0,10.2
2015-11-23,11.0,6.5,4.5,6.5,80.9,3.3,0.0,3.56,0.0,8.5
2015-11-24,8.8,2.7,6.1,0.5,69.5,3.1,0.0,4.6,0.0,5.6
2015-11-25,5.3,0.9,4.4,11.0,86.8,2.7,0.4,2.16,4.0,2.4
2015-11-26,0.9,-4.8,5.7,0.0,63.8,3.7,2.3,3.63,23.2,-2.7
2015-11-27,2.0,-7.3,9.3,,59.1,2.6,5.2,7.12,52.5,-2.8
2015-11-28,2.6,-2.7,5.3,0.1,70.8,2.1,0.0,2.62,0.0,0.1
2015-11-29,3.9,1.0,2.9,3.0,87.9,3.3,0.0,1.85,0.0,2.5
2015-11-30,8.5,0.9,7.6,,69.1,2.0,8.5,9.51,86.7,4.1
2015-12-01,10.4,-1.3,11.7,,57.8,1.9,9.1,9.03,92.9,4.0
2015-12-02,8.5,2.9,5.6,13.5,71.4,3.2,0.5,1.46,5.1,6.0
2015-12-03,3.3,-3.2,6.5,7.1,79.3,4.1,1.3,2.76,13.3,-0.7
2015-12-04,3.1,-4.4,7.5,,63.9,2.8,6.9,7.65,71.1,-0.4
2015-12-05,7.2,0.6,6.6,,51.4,3.1,7.8,9.01,80.4,3.4
2015-12-06,7.8,-2.0,9.8,,46.4,1.2,7.5,8.34,77.3,1.3
2015-12-07,6.7,-3.4,10.1,,51.1,1.8,8.8,8.99,90.7,1.9
2015-12-08,9.6,-1.4,11.0,,55.9,1.3,9.0,8.42,92.8,2.9
2015-12-09,10.9,-0.8,11.7,,57.4,2.3,7.2,7.36,74.2,5.0
2015-12-10,9.2,5.8,3.4,0.3,74.8,2.3,0.0,1.48,0.0,7.8
2015-12-11,12.2,3.3,8.9,,56.5,3.4,7.7,8.33,80.2,6.4
2015-12-12,11.0,1.1,9.9,,50.1,2.6,8.9,9.32,92.7,5.2
2015-12-13,12.2,0.9,11.3,,50.5,1.4,8.9,8.85,92.7,5.2
2015-12-14,6.4,2.6,3.8,2.5,75.6,2.2,0.0,1.89,0.0,5.0
2015-12-15,8.2,2.0,6.2,0.1,69.8,2.8,3.2,4.65,33.3,4.7
2015-12-16,2.8,-5.0,7.8,,50.9,3.9,8.3,8.78,86.5,-1.0
2015-12-17,-0.4,-7.4,7.0,,43.4,2.7,9.1,9.77,94.8,-4.6
2015-12-18,-1.0,-7.0,6.0,0.0,61.9,2.2,0.0,1.66,0.0,-3.3
2015-12-19,6.8,-4.6,11.4,,66.3,1.7,8.8,8.78,91.7,-0.1
2015-12-20,6.0,-3.4,9.4,,56.9,1.5,3.6,5.74,37.5,1.5
2015-12-21,5.0,-0.2,5.2,2.0,76.0,2.5,2.4,3.11,25.0,2.2
2015-12-22,7.7,-1.5,9.2,,67.9,2.4,7.1,7.97,74.0,3.1
2015-12-23,10.6,2.9,7.7,0.4,59.6,2.1,5.9,6.87,61.5,5.9
2015-12-24,5.3,-1.6,6.9,,67.5,2.3,4.7,6.0,49.0,1.5
2015-12-25,3.7,-4.9,8.6,0.0,46.3,2.0,9.1,9.55,94.8,-0.8
2015-12-26,4.7,-3.2,7.9,0.7,73.3,2.4,0.0,4.48,0.0,0.9
2015-12-27,-1.0,-8.9,7.9,,39.0,2.9,9.2,9.75,95.8,-5.7
2015-12-28,-1.0,-9.5,8.5,,38.4,2.3,9.2,9.78,95.8,-5.7
2015-12-29,2.9,-8.7,11.6,,47.6,1.4,7.6,7.16,79.2,-3.2
2015-12-30,4.3,-3.5,7.8,2.5,67.6,2.5,3.1,5.43,32.3,0.3
2015-12-31,2.8,-1.9,4.7,,81.3,1.5,2.9,3.98,30.2,0.7
2016-01-01,4.0,-3.3,7.3,,73.0,1.6,2.1,4.61,21.9,1.2
2016-01-02,9.5,1.0,8.5,,76.9,2.0,3.6,4.5,37.5,5.7
2016-01-03,9.4,5.1,4.3,,80.6,1.8,2.2,4.85,22.7,6.5
2016-01-04,5.3,-2.5,7.8,,54.4,3.1,8.6,9.03,88.7,2.0
2016-01-05,1.5,-4.8,6.3,,39.4,2.3,7.9,8.22,81.4,-2.7
2016-01-06,1.7,-4.9,6.6,,54.3,1.8,2.2,4.69,22.7,-1.7
2016-01-07,1.4,-5.9,7.3,,51.8,2.5,9.1,9.76,93.8,-3.4
2016-01-08,1.0,-6.9,7.9,,49.8,2.0,9.2,9.83,94.8,-3.3
2016-01-09,2.4,-6.2,8.6,,57.1,2.1,8.0,9.28,82.5,-2.1
2016-01-10,3.8,-2.7,6.5,,42.3,2.6,7.9,9.35,80.6,0.3
2016-01-11,0.9,-6.5,7.4,,38.3,2.8,9.1,9.89,92.9,-3.8
2016-01-12,0.7,-9.1,9.8,,46.0,2.5,9.1,10.02,92.9,-5.2
2016-01-13,0.1,-8.2,8.3,0.4,63.0,2.0,5.8,6.69,59.2,-4.5
2016-01-14,1.3,-8.4,9.7,0.0,52.1,1.7,7.7,8.8,78.6,-3.4
2016-01-15,5.3,-4.3,9.6,,52.3,1.8,6.1,7.85,61.6,-0.4
2016-01-16,2.8,-2.1,4.9,0.1,68.0,2.9,1.0,4.86,10.1,-0.2
2016-01-17,5.4,-0.7,6.1,,64.0,2.4,0.0,4.23,0.0,1.7
2016-01-18,0.4,-12.3,12.7,0.2,59.8,4.8,7.8,8.31,78.8,-6.3
2016-01-19,-8.9,-15.1,6.2,,45.9,5.4,9.3,10.82,93.9,-12.8
2016-01-20,-5.2,-14.5,9.3,,43.6,1.8,9.0,9.08,90.0,-10.5
2016-01-21,-2.3,-10.2,7.9,,44.3,1.8,6.5,8.41,65.0,-7.1
2016-01-22,-3.8,-11.1,7.3,,40.5,2.6,6.2,7.62,62.0,-7.6
2016-01-23,-8.3,-16.0,7.7,0.0,42.0,4.0,8.3,9.18,83.0,-11.5
2016-01-24,-10.5,-18.0,7.5,,48.5,3.2,9.3,10.54,92.1,-14.4
2016-01-25,-3.4,-14.3,10.9,,47.1,1.9,9.5,11.22,94.1,-9.4
2016-01-26,1.7,-8.5,10.2,0.3,64.5,2.3,4.5,6.5,44.6,-3.3
2016-01-27,4.3,-4.7,9.0,,56.3,2.0,9.4,9.55,92.2,-1.1
2016-01-28,3.5,-5.6,9.1,,51.5,1.6,2.4,5.88,23.5,-0.5
2016-01-29,5.4,-1.4,6.8,,43.6,2.3,0.1,4.19,1.0,1.9
2016-01-30,5.2,-2.5,7.7,,59.5,2.0,6.3,8.01,61.2,0.6
2016-01-31,0.3,-6.5,6.8,,34.0,3.2,7.9,10.75,76.7,-3.9
2016-02-01,-1.0,-9.1,8.1,,36.0,3.0,9.6,12.01,93.2,-6.0
2016-02-02,0.9,-10.0,10.9,,41.8,2.2,9.8,12.05,95.1,-5.3
2016-02-03,4.0,-8.3,12.3,,49.6,1.9,7.5,10.46,72.1,-2.4
2016-02-04,3.9,-4.0,7.9,,50.1,2.4,7.9,9.82,76.0,-0.7
2016-02-05,3.4,-6.8,10.2,,39.4,2.5,8.9,10.71,85.6,-2.2
2016-02-06,2.0,-6.2,8.2,,38.6,2.9,9.8,12.22,93.3,-3.1
2016-02-07,3.5,-8.3,11.8,,46.5,2.0,9.8,12.44,93.3,-2.9
2016-02-08,5.5,-4.3,9.8,,62.1,3.1,2.8,5.55,26.4,1.3
2016-02-09,5.5,-3.9,9.4,,52.5,3.0,9.5,11.45,89.6,0.3
2016-02-10,10.7,-4.3,15.0,,38.5,1.6,9.8,12.74,92.5,2.7
2016-02-11,13.5,1.6,11.9,0.1,29.3,3.5,4.6,7.87,43.0,8.1
2016-02-12,10.0,6.8,3.2,18.0,95.3,3.2,0.0,1.1,0.0,8.4
2016-02-13,14.4,5.8,8.6,21.0,95.0,3.3,0.0,3.78,0.0,11.0
2016-02-14,5.8,-6.8,12.6,2.5,73.1,4.6,0.1,2.98,0.9,-2.6
2016-02-15,-2.3,-10.0,7.7,0.0,48.4,4.0,9.8,14.52,90.7,-5.8
2016-02-16,1.1,-6.7,7.8,0.8,65.6,2.7,3.2,5.58,29.6,-2.7
2016-02-17,5.4,-5.2,10.6,,53.9,2.3,10.0,14.42,91.7,0.0
2016-02-18,7.8,-1.4,9.2,,66.4,3.2,5.9,8.26,54.1,3.5
2016-02-19,4.4,0.1,4.3,,56.4,1.7,0.5,5.1,4.5,2.3
2016-02-20,6.3,-2.5,8.8,,37.1,2.9,9.4,13.13,85.5,1.3
2016-02-21,4.4,-4.2,8.6,,36.4,2.9,10.0,13.63,90.9,-0.6
2016-02-22,4.2,-2.2,6.4,0.0,36.6,1.9,0.0,5.76,0.0,1.1
2016-02-23,4.5,-4.5,9.0,0.9,56.0,3.2,9.1,14.55,82.0,0.7
2016-02-24,2.2,-6.8,9.0,,42.0,2.9,10.3,15.48,92.8,-3.0
2016-02-25,5.7,-5.8,11.5,,49.9,2.7,10.1,11.24,90.2,-0.2
2016-02-26,7.5,-3.2,10.7,0.0,41.3,2.2,10.4,15.23,92.9,2.2
2016-02-27,8.1,0.5,7.6,0.2,57.6,2.0,6.3,11.21,55.8,3.3
2016-02-28,6.9,-2.6,9.5,4.1,65.5,2.1,1.5,4.76,13.3,0.7
2016-02-29,-1.1,-5.9,4.8,0.0,48.6,4.0,8.6,10.38,76.1,-3.8
2016-03-01,2.1,-7.5,9.6,,47.3,2.5,9.3,14.8,81.6,-2.7
2016-03-02,8.1,-2.2,10.3,,67.9,2.9,5.4,8.08,47.4,3.1
2016-03-03,13.9,4.4,9.5,,65.1,1.9,5.4,10.26,47.0,8.1
2016-03-04,20.3,6.4,13.9,0.1,55.3,2.7,9.8,14.61,85.2,13.2
2016-03-05,13.5,9.1,4.4,40.0,91.3,2.6,0.0,1.16,0.0,11.3
2016-03-06,12.9,4.3,8.6,0.2,51.0,2.8,8.8,15.21,75.9,7.9
2016-03-07,12.2,4.8,7.4,0.0,36.9,2.0,0.8,4.36,6.9,8.1
2016-03-08,7.0,-1.4,8.4,,40.4,3.1,2.0,8.54,17.1,2.7
2016-03-09,5.3,-2.7,8.0,,37.5,3.5,9.9,17.09,84.6,0.3
2016-03-10,3.1,-4.3,7.4,,37.8,3.2,10.9,18.12,93.2,-1.1
2016-03-11,4.6,-5.5,10.1,,43.8,2.6,11.2,18.25,94.9,-0.5
2016-03-12,6.4,-3.3,9.7,,55.6,2.5,5.8,9.56,49.2,2.0
2016-03-13,6.5,1.9,4.6,0.1,68.1,1.6,0.6,6.18,5.0,3.7
2016-03-14,9.6,1.3,8.3,,57.0,2.6,9.2,14.56,77.3,4.7
2016-03-15,12.4,-1.0,13.4,,43.4,2.2,8.9,16.25,74.8,5.2
2016-03-16,13.8,2.7,11.1,,45.1,2.0,10.1,16.66,84.2,7.5
2016-03-17,14.7,2.0,12.7,,40.9,1.4,6.4,11.77,53.3,9.3
2016-03-18,20.1,8.8,11.3,,50.0,2.4,6.7,13.54,55.4,13.4
2016-03-19,18.1,6.6,11.5,,58.3,2.5,10.6,16.37,87.6,11.4
2016-03-20,17.5,4.9,12.6,,54.0,2.2,10.4,17.03,86.0,10.6
2016-03-21,16.1,5.5,10.6,,54.1,2.2,10.8,16.83,88.5,9.9
2016-03-22,13.8,3.5,10.3,,58.1,2.5,10.2,15.38,83.6,8.0
2016-03-23,13.8,3.8,10.0,,49.6,2.9,10.4,16.73,84.6,8.2
2016-03-24,12.7,1.6,11.1,,36.5,2.4,11.6,18.91,94.3,7.2
2016-03-25,12.6,2.1,10.5,,43.9,2.2,10.7,16.07,86.3,7.1
2016-03-26,12.6,2.1,10.5,,54.5,2.2,9.2,15.3,74.2,6.5
2016-03-27,13.1,2.2,10.9,,55.6,2.6,11.1,17.19,89.5,7.2
2016-03-28,17.4,2.3,15.1,,47.8,2.0,11.3,17.82,90.4,9.8
2016-03-29,17.1,7.6,9.5,0.1,57.8,3.2,5.9,12.55,47.2,11.3
2016-03-30,18.3,7.0,11.3,,49.9,2.2,10.5,18.01,84.0,11.5
2016-03-31,21.4,6.0,15.4,,27.0,2.1,9.8,15.57,77.8,13.5
2016-04-01,23.8,7.3,16.5,,26.0,2.0,10.3,18.16,81.7,15.3
2016-04-02,21.7,9.6,12.1,,40.8,2.3,9.0,16.99,70.9,15.0
2016-04-03,12.7,8.2,4.5,2.0,75.1,1.7,0.0,3.23,0.0,10.7
2016-04-04,19.8,5.1,14.7,,42.6,2.2,11.2,20.8,87.5,12.3
2016-04-05,18.1,5.9,12.2,,45.1,2.5,11.6,20.04,90.6,11.4
2016-04-06,22.9,6.6,16.3,3.0,44.3,1.9,8.0,15.13,62.5,14.4
2016-04-07,20.6,10.5,10.1,7.5,69.5,3.0,8.8,16.95,68.2,14.1
2016-04-08,18.7,7.8,10.9,,76.1,2.5,9.2,18.15,71.3,11.1
2016-04-09,14.1,7.4,6.7,,83.9,1.8,0.0,4.52,0.0,10.7
2016-04-10,20.7,9.3,11.4,,71.3,2.1,5.0,14.02,38.5,13.4
2016-04-11,19.4,5.7,13.7,,43.8,2.4,12.0,21.04,92.3,12.5
2016-04-12,19.4,10.3,9.1,,42.6,2.3,7.8,15.36,59.5,14.1
2016-04-13,21.4,11.4,10.0,1.0,67.5,1.7,6.8,13.86,51.9,15.6
2016-04-14,18.6,9.3,9.3,,75.9,2.6,6.5,14.06,49.6,12.4
2016-04-15,23.1,8.1,15.0,,46.4,2.6,11.5,20.94,87.1,15.0
2016-04-16,20.7,9.8,10.9,23.5,58.9,2.9,2.8,7.23,21.2,14.9
2016-04-17,14.5,8.3,6.2,20.5,66.8,4.7,6.9,13.8,52.3,10.8
2016-04-18,18.6,7.1,11.5,1.5,65.4,3.1,9.2,18.4,69.2,11.2
2016-04-19,19.2,6.5,12.7,,55.1,2.2,12.0,22.1,90.2,12.0
2016-04-20,20.9,10.1,10.8,0.5,54.0,2.1,5.3,13.4,39.6,14.3
2016-04-21,16.9,10.3,6.6,17.0,87.6,2.8,0.0,6.09,0.0,13.5
2016-04-22,18.6,10.1,8.5,0.0,83.4,2.6,2.0,7.77,14.9,13.5
2016-04-23,19.8,7.8,12.0,,52.1,2.1,7.9,16.76,58.5,13.5
2016-04-24,23.7,8.1,15.6,,39.6,1.9,11.4,22.59,84.4,15.5
2016-04-25,25.3,10.2,15.1,,34.8,1.7,11.9,21.21,87.5,17.2
2016-04-26,29.6,12.1,17.5,,34.8,2.0,9.9,19.74,72.8,21.1
2016-04-27,20.7,14.5,6.2,,32.0,3.6,0.0,8.39,0.0,17.2
2016-04-28,23.0,12.4,10.6,,34.4,2.0,9.4,18.95,68.6,17.2
2016-04-29,22.6,10.9,11.7,0.3,47.6,2.5,11.6,21.79,84.7,16.2
2016-04-30,20.4,10.8,9.6,,45.3,2.8,1.5,8.93,10.9,15.9
2016-05-01,26.0,12.2,13.8,,40.5,2.2,6.8,17.07,49.3,18.8
2016-05-02,28.4,16.5,11.9,16.5,64.5,2.2,7.5,15.89,54.3,21.1
2016-05-03,17.6,8.9,8.7,27.0,86.1,4.9,0.0,1.63,0.0,12.9
2016-05-04,20.6,10.2,10.4,,46.6,5.1,12.8,24.88,92.1,15.7
2016-05-05,26.9,10.2,16.7,7.5,50.8,1.7,10.9,21.6,78.4,18.9
2016-05-06,18.6,13.0,5.6,9.5,89.3,2.0,0.0,1.91,0.0,16.3
2016-05-07,22.6,10.7,11.9,,60.3,2.6,12.4,23.93,88.6,16.5
2016-05-08,26.8,11.6,15.2,,44.8,2.1,11.5,23.51,82.1,19.4
2016-05-09,25.4,16.3,9.1,0.0,43.0,2.0,5.4,17.4,38.6,20.2
2016-05-10,18.1,12.5,5.6,13.5,82.4,2.3,0.1,4.6,0.7,14.5
2016-05-11,23.5,10.4,13.1,,60.9,2.0,12.9,24.41,91.5,16.4
2016-05-12,24.0,12.1,11.9,,62.4,2.7,12.5,23.94,88.7,17.8
2016-05-13,25.4,12.7,12.7,0.5,57.0,2.1,11.6,24.86,82.3,18.6
2016-05-14,26.9,15.1,11.8,,47.1,2.3,11.1,23.78,78.2,20.2
2016-05-15,24.2,12.3,11.9,45.0,73.9,2.7,4.5,12.53,31.7,17.4
2016-05-16,21.9,10.8,11.1,2.5,57.0,3.2,12.3,24.54,86.6,15.9
2016-05-17,26.6,10.9,15.7,,48.8,1.9,13.1,24.69,91.6,19.3
2016-05-18,29.5,13.5,16.0,,40.3,1.9,13.2,25.77,92.3,22.3
2016-05-19,31.9,16.3,15.6,,36.4,1.6,13.4,24.95,93.7,24.3
2016-05-20,31.6,16.8,14.8,,32.0,1.8,12.8,23.48,89.5,24.0
2016-05-21,30.4,17.8,12.6,,23.8,2.0,12.4,24.05,86.1,24.1
2016-05-22,31.7,17.6,14.1,,35.0,1.9,11.8,24.63,81.9,24.7
2016-05-23,29.4,18.3,11.1,,43.0,2.1,7.7,17.7,53.5,23.3
2016-05-24,21.8,15.4,6.4,38.5,82.6,2.6,2.3,7.08,16.0,16.8
2016-05-25,24.4,15.3,9.1,,67.9,2.7,5.1,15.6,35.2,19.7
2016-05-26,22.9,17.5,5.4,0.0,72.0,1.8,1.5,8.3,10.3,19.4
2016-05-27,27.1,14.8,12.3,,61.3,1.7,8.3,20.68,57.2,20.9
2016-05-28,28.0,17.2,10.8,,56.1,2.1,13.1,23.9,90.3,21.7
2016-05-29,27.6,17.2,10.4,,56.1,2.3,8.7,20.67,60.0,21.5
2016-05-30,28.9,16.9,12.0,,57.3,2.4,12.8,24.57,87.7,22.1
2016-05-31,27.6,17.4,10.2,,63.6,2.5,11.6,21.99,79.5,21.6
2016-06-01,29.9,17.1,12.8,,45.8,2.1,13.1,24.45,89.7,23.3
2016-06-02,29.1,17.2,11.9,,38.3,2.4,13.5,25.38,92.5,23.2
2016-06-03,27.7,17.6,10.1,,48.1,2.2,11.7,22.84,80.1,22.2
2016-06-04,26.3,18.2,8.1,,51.8,1.6,2.7,11.24,18.5,21.2
2016-06-05,32.2,17.3,14.9,,47.3,1.7,11.8,24.43,80.3,24.7
2016-06-06,28.4,20.8,7.6,0.0,49.1,2.3,4.6,15.57,31.3,23.3
2016-06-07,25.9,19.6,6.3,0.1,69.5,1.7,2.3,9.42,15.6,21.7
2016-06-08,27.7,18.2,9.5,,65.9,2.3,11.6,20.45,78.9,22.1
2016-06-09,31.3,17.8,13.5,,59.5,2.0,12.4,22.84,84.4,24.1
2016-06-10,31.3,20.2,11.1,,60.9,2.2,12.1,21.74,82.3,24.6
2016-06-11,26.5,20.9,5.6,3.0,74.3,1.7,0.7,7.81,4.8,23.5
2016-06-12,26.7,19.9,6.8,1.5,79.4,2.1,3.9,10.48,26.5,23.5
2016-06-13,29.6,19.4,10.2,,70.5,2.4,9.2,19.87,62.6,23.5
2016-06-14,29.5,19.7,9.8,0.0,62.5,2.1,7.8,19.48,52.7,23.8
2016-06-15,24.5,17.4,7.1,15.5,81.8,2.7,1.9,7.05,12.8,20.9
2016-06-16,24.9,18.6,6.3,0.0,73.5,2.8,7.0,13.83,47.3,20.9
2016-06-17,29.1,18.6,10.5,,63.1,2.5,12.0,22.38,81.1,23.8
2016-06-18,29.9,20.1,9.8,,58.0,1.8,12.5,22.46,84.5,24.5
2016-06-19,29.3,20.3,9.0,0.0,64.5,1.9,8.8,18.36,59.5,24.1
2016-06-20,30.7,19.6,11.1,,66.0,1.7,6.3,16.89,42.6,24.7
2016-06-21,31.3,21.0,10.3,,60.1,1.7,7.2,16.41,48.6,26.0
2016-06-22,30.2,20.9,9.3,30.5,75.1,2.0,1.0,8.64,6.8,24.3
2016-06-23,29.4,19.6,9.8,0.1,71.0,2.1,7.3,16.45,49.3,24.7
2016-06-24,25.7,21.1,4.6,3.5,75.8,2.0,3.2,8.81,21.6,23.1
2016-06-25,26.7,19.2,7.5,,63.1,2.8,9.1,18.54,61.5,22.8
2016-06-26,30.3,19.4,10.9,,58.4,2.7,13.4,25.57,91.2,24.4
2016-06-27,29.5,19.9,9.6,,55.5,1.6,5.0,13.72,33.8,24.4
2016-06-28,29.7,20.4,9.3,,61.1,1.8,9.2,17.87,62.2,24.7
2016-06-29,30.2,20.9,9.3,,58.0,2.2,7.5,17.64,51.0,25.3
2016-06-30,26.9,23.0,3.9,0.2,78.1,2.8,0.9,7.45,6.1,24.6
2016-07-01,26.6,22.0,4.6,108.5,86.5,2.3,0.0,3.23,0.0,24.0
2016-07-02,27.7,20.6,7.1,4.0,81.4,2.4,4.3,13.17,29.3,23.5
2016-07-03,26.8,21.1,5.7,,70.4,1.6,3.8,12.08,25.9,23.5
2016-07-04,24.1,20.2,3.9,29.5,85.1,3.0,0.8,5.05,5.4,21.8
2016-07-05,24.8,20.2,4.6,100.5,93.6,2.8,0.0,2.17,0.0,23.1
2016-07-06,26.9,20.3,6.6,0.0,74.0,1.9,6.7,15.62,45.6,22.9
2016-07-07,28.5,20.1,8.4,0.0,71.6,1.3,5.7,15.11,39.0,24.0
2016-07-08,32.4,21.2,11.2,,66.5,1.8,13.3,24.24,91.1,27.3
2016-07-09,32.7,23.2,9.5,,64.8,2.0,12.1,24.33,82.9,27.7
2016-07-10,33.1,23.2,9.9,,64.4,1.8,8.6,20.7,58.9,27.9
2016-07-11,33.4,24.8,8.6,0.0,67.4,1.7,5.6,15.06,38.4,28.4
2016-07-12,30.9,22.1,8.8,3.0,65.5,2.1,8.3,17.79,56.8,26.3
2016-07-13,29.5,23.2,6.3,0.0,69.0,2.1,4.6,13.8,31.5,26.3
2016-07-14,32.4,24.0,8.4,0.1,66.9,2.1,9.9,16.79,68.3,27.5
2016-07-15,29.2,23.7,5.5,1.5,60.0,2.6,2.6,12.2,17.9,26.2
2016-07-16,23.8,19.8,4.0,46.5,92.8,3.5,0.0,3.68,0.0,20.8
2016-07-17,23.1,20.4,2.7,2.5,82.9,2.6,0.0,5.0,0.0,21.7
2016-07-18,28.4,20.7,7.7,0.2,75.1,1.5,8.1,14.65,55.9,24.4
2016-07-19,32.4,20.9,11.5,,65.5,1.5,10.3,20.48,71.5,27.1
2016-07-20,32.9,24.0,8.9,,62.5,1.9,6.8,15.58,47.2,28.6
2016-07-21,32.2,24.9,7.3,,61.3,2.2,4.9,15.16,34.0,28.3
2016-07-22,34.1,25.3,8.8,,64.0,2.2,6.5,17.51,45.1,29.1
2016-07-23,31.6,27.2,4.4,0.5,70.4,1.9,3.0,9.93,21.0,28.7
2016-07-24,30.1,27.0,3.1,0.5,77.9,2.0,0.5,6.61,3.5,28.0
2016-07-25,31.4,26.4,5.0,,75.3,1.9,3.1,9.71,21.7,28.4
2016-07-26,31.9,25.6,6.3,,69.0,2.6,6.1,13.94,42.7,28.4
2016-07-27,28.9,26.7,2.2,0.5,76.4,3.2,0.2,4.67,1.4,27.6
2016-07-28,30.5,26.7,3.8,0.2,70.6,2.8,10.0,17.82,70.4,28.0
2016-07-29,28.4,23.4,5.0,59.5,82.3,1.6,0.5,5.33,3.5,26.3
2016-07-30,33.0,26.4,6.6,0.5,73.5,2.1,6.5,15.27,46.1,28.6
2016-07-31,32.8,26.6,6.2,0.2,72.1,1.6,7.6,16.33,53.9,28.9
2016-08-01,32.4,25.8,6.6,,72.0,1.6,5.6,16.53,39.7,28.4
2016-08-02,31.1,25.0,6.1,2.0,72.5,1.2,1.1,9.03,7.9,27.2
2016-08-03,34.2,24.0,10.2,,65.4,1.6,11.8,19.2,84.3,29.1
2016-08-04,35.7,26.0,9.7,,59.6,1.6,11.4,15.8,81.4,30.7
2016-08-05,36.0,26.5,9.5,,60.1,1.8,11.4,17.78,81.4,31.2
2016-08-06,34.0,26.6,7.4,,64.8,1.7,8.8,13.56,63.3,30.5
2016-08-07,35.0,27.0,8.0,,56.0,1.9,11.9,20.68,85.6,30.6
2016-08-08,35.5,26.4,9.1,,63.1,1.8,10.6,18.34,76.3,30.5
2016-08-09,33.6,26.4,7.2,1.0,68.3,1.9,6.0,12.45,43.5,29.3
2016-08-10,34.8,26.1,8.7,,66.3,1.9,9.3,16.98,67.4,29.4
2016-08-11,36.4,26.1,10.3,,64.1,2.0,12.8,22.2,92.8,30.5
2016-08-12,35.9,26.4,9.5,,68.3,2.0,11.8,19.62,86.1,30.4
2016-08-13,35.1,26.8,8.3,,67.9,2.4,10.4,20.66,75.9,30.2
2016-08-14,31.8,27.3,4.5,0.2,74.0,1.9,4.8,11.38,35.0,28.9
2016-08-15,34.0,25.8,8.2,0.0,65.5,1.9,8.6,17.09,63.2,29.1
2016-08-16,34.9,26.2,8.7,0.5,64.9,1.6,7.8,12.39,57.4,29.3
2016-08-17,34.7,25.1,9.6,,60.4,1.9,11.5,17.75,85.2,29.9
2016-08-18,34.3,26.2,8.1,,61.9,1.6,3.0,11.68,22.2,29.9
2016-08-19,33.2,26.6,6.6,11.5,69.5,1.4,1.0,9.18,7.4,28.9
2016-08-20,34.9,26.5,8.4,,59.0,1.7,4.6,13.72,34.3,30.1
2016-08-21,36.6,26.9,9.7,0.0,57.5,2.1,8.3,17.95,61.9,30.7
2016-08-22,36.3,25.8,10.5,0.4,58.0,2.1,11.7,18.91,87.3,30.7
2016-08-23,33.0,26.0,7.0,8.0,68.8,2.1,4.8,10.1,36.1,28.3
2016-08-24,32.9,26.4,6.5,0.0,59.1,1.8,6.9,13.97,51.9,29.1
