기준년월,관광객 유형,제주 대분류,제주 중분류,업종명,성별,연령대별, 카드이용금액 , 카드이용건수 ,건당이용금액,데이터기준일자
2016-06,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,40대,5243930,322,16285,2017-02-16
2016-06,내국인 관광객,제주시,연동,약국,여,50대,1709470,105,16281,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,정장(여성),여,20대,693000,43,16116,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,기타음료식품,남,40대,225550,14,16111,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,40대,3225720,201,16048,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,의원,여,30대,432500,27,16019,2017-02-16
2016-06,내국인 관광객,제주시,연동,기타음료식품,여,30대,479600,30,15987,2017-02-16
2016-06,내국인 관광객,제주시,연동,스넥,여,20대,11148900,699,15950,2017-02-16
2016-06,내국인 관광객,제주시,노형동,약국,여,50대,1830740,115,15919,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,기타음료식품,남,40대,159000,10,15900,2017-02-16
2016-06,내국인 관광객,제주시,노형동,슈퍼 마켓,남,30대,14217940,897,15851,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,30대,7253910,459,15804,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,기념품 점,남,20대,2164200,137,15797,2017-02-16
2016-06,내국인 관광객,제주시,연동,스넥,남,20대,6333700,402,15755,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,의원,여,40대,392000,25,15680,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,스넥,남,40대,3516900,225,15631,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,스넥,남,50대,1886400,121,15590,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,30대,9527950,615,15493,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,50대,3946540,255,15477,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,의원,여,40대,324700,21,15462,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,기타음료식품,여,30대,692300,45,15384,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,여,30대,889610,58,15338,2017-02-16
2016-06,내국인 관광객,제주시,연동,슈퍼 마켓,남,30대,19378000,1274,15210,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,기념품 점,남,40대,882100,58,15209,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,정장(여성),남,30대,532000,35,15200,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,기타음료식품,여,20대,1412980,93,15193,2017-02-16
2016-06,내국인 관광객,제주시,연동,기타음료식품,여,20대,774100,51,15178,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,30대,4963361,330,15040,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,30대,1005700,67,15010,2017-02-16
2016-06,내국인 관광객,제주시,연동,슈퍼 마켓,여,20대,7654010,511,14978,2017-02-16
2016-06,내국인 관광객,제주시,노형동,스넥,남,50대,2770100,185,14974,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,약국,여,40대,209400,14,14957,2017-02-16
2016-06,내국인 관광객,제주시,연동,약국,남,50대,2357470,158,14921,2017-02-16
2016-06,내국인 관광객,제주시,연동,기타음료식품,남,30대,312800,21,14895,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,의원,남,50대,684490,46,14880,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,스넥,남,30대,3525500,238,14813,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,기타음료식품,여,30대,1165850,79,14758,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,의원,남,30대,456600,31,14729,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,정장(여성),여,30대,427000,29,14724,2017-02-16
2016-06,내국인 관광객,제주시,노형동,기타음료식품,남,50대,555460,38,14617,2017-02-16
2016-06,내국인 관광객,제주시,노형동,스넥,남,40대,6897920,472,14614,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,정장(여성),남,20대,263000,18,14611,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,슈퍼 마켓,남,20대,3486760,239,14589,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,40대,3703550,254,14581,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,스넥,남,30대,10000820,686,14578,2017-02-16
2016-06,내국인 관광객,제주시,노형동,기타음료식품,여,30대,753860,52,14497,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,스넥,여,30대,289500,20,14475,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,기타음료식품,남,20대,810000,56,14464,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,스넥,여,30대,11880700,824,14418,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,30대,547190,38,14400,2017-02-16
2016-06,내국인 관광객,제주시,노형동,슈퍼 마켓,여,20대,5319070,371,14337,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,스넥,남,20대,214300,15,14287,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,30대,2439810,171,14268,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,스넥,여,30대,3547000,249,14245,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,약국,여,30대,2375490,167,14224,2017-02-16
2016-06,내국인 관광객,제주시,노형동,슈퍼 마켓,남,20대,4435790,312,14217,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,50대,637450,45,14166,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,스포츠레져용품,남,20대,141500,10,14150,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,슈퍼 마켓,여,20대,2505340,178,14075,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,남,20대,1011430,72,14048,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,기타음료식품,남,30대,1514900,108,14027,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,슈퍼 마켓,여,20대,839720,60,13995,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,스넥,남,20대,5154700,369,13969,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,기타음료식품,남,30대,1672600,120,13938,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,슈퍼 마켓,남,20대,400900,29,13824,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,약국,남,20대,248600,18,13811,2017-02-16
2016-06,내국인 관광객,제주시,연동,약국,여,30대,3539570,257,13773,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,기념품 점,여,30대,963400,70,13763,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,기타음료식품,남,40대,1376900,101,13633,2017-02-16
2016-06,내국인 관광객,제주시,연동,슈퍼 마켓,남,20대,8650570,637,13580,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,스넥,남,20대,2310200,171,13510,2017-02-16
2016-06,내국인 관광객,제주시,노형동,기타음료식품,여,20대,269120,20,13456,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,스넥,여,50대,867400,65,13345,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,스넥,여,20대,12204100,917,13309,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,약국,남,50대,1017400,77,13213,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,기념품 점,여,20대,224600,17,13212,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,스넥,여,20대,3226400,248,13010,2017-02-16
2016-06,내국인 관광객,제주시,노형동,스넥,여,40대,3066790,236,12995,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,50대,207650,16,12978,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,슈퍼 마켓,여,20대,231450,18,12858,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,남,20대,4729570,368,12852,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,슈퍼 마켓,여,20대,5254660,410,12816,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,의원,남,20대,140300,11,12755,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,스넥,남,30대,4753000,380,12508,2017-02-16
2016-06,내국인 관광객,제주시,연동,약국,남,40대,2585800,208,12432,2017-02-16
2016-06,내국인 관광객,제주시,노형동,스넥,남,30대,10566320,854,12373,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,의원,남,40대,1248100,101,12357,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,약국,남,50대,147900,12,12325,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,슈퍼 마켓,여,20대,554380,45,12320,2017-02-16
2016-06,내국인 관광객,제주시,연동,약국,남,30대,3345740,274,12211,2017-02-16
2016-06,내국인 관광객,제주시,연동,약국,여,40대,2074600,170,12204,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,의원,여,50대,158200,13,12169,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,기타음료식품,여,20대,1411050,116,12164,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,슈퍼 마켓,여,20대,3089500,254,12163,2017-02-16
2016-06,내국인 관광객,제주시,노형동,스넥,남,20대,6823950,566,12056,2017-02-16
2016-06,내국인 관광객,제주시,연동,약국,여,20대,2321660,193,12029,2017-02-16
2016-06,내국인 관광객,제주시,노형동,스넥,여,30대,7411340,618,11992,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,기념품 점,남,30대,889300,75,11857,2017-02-16
2016-06,내국인 관광객,제주시,노형동,스넥,여,50대,1183700,100,11837,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,약국,남,50대,447600,38,11779,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,기타음료식품,여,40대,139900,12,11658,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,약국,남,30대,2352120,203,11587,2017-02-16
2016-06,내국인 관광객,제주시,노형동,약국,남,30대,3866010,334,11575,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,스넥,여,40대,1894300,165,11481,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,약국,여,40대,321400,28,11479,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,스넥,남,20대,4049400,356,11375,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,슈퍼 마켓,남,20대,2170300,192,11304,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,의원,남,30대,1396900,124,11265,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,약국,남,40대,1619470,144,11246,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,약국,여,50대,291400,26,11208,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,악세 사리,여,20대,179000,16,11188,2017-02-16
2016-06,내국인 관광객,제주시,노형동,약국,여,30대,4432290,399,11108,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,스넥,여,30대,3412200,312,10937,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,약국,남,40대,1453900,133,10932,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,기타음료식품,여,30대,141450,13,10881,2017-02-16
2016-06,내국인 관광객,제주시,노형동,스넥,여,20대,6195600,574,10794,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,약국,여,50대,870200,81,10743,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,기타음료식품,여,20대,138850,13,10681,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,의원,남,30대,468400,44,10645,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,약국,여,50대,410000,39,10513,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,의원,남,40대,136400,13,10492,2017-02-16
2016-06,내국인 관광객,제주시,연동,약국,남,20대,1077540,103,10462,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,의원,남,50대,123500,12,10292,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,약국,남,50대,398900,39,10228,2017-02-16
2016-06,내국인 관광객,제주시,노형동,기타음료식품,남,20대,719490,72,9993,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,기타음료식품,남,50대,565500,57,9921,2017-02-16
2016-06,내국인 관광객,제주시,노형동,약국,남,20대,1037770,106,9790,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,약국,여,50대,715470,74,9669,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,기타음료식품,남,30대,183350,19,9650,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,악세 사리,남,20대,106000,11,9636,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,약국,남,20대,780410,82,9517,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,약국,남,40대,683080,72,9487,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,약국,여,40대,936700,99,9462,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,약국,여,50대,215900,23,9387,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,약국,남,40대,640500,69,9283,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,20대,241320,26,9282,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,스넥,여,20대,4452900,481,9258,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,약국,남,50대,647100,70,9244,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,슈퍼 마켓,남,30대,470420,51,9224,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,약국,남,30대,1543000,169,9130,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,슈퍼 마켓,남,20대,379910,42,9045,2017-02-16
2016-06,내국인 관광객,제주시,노형동,약국,여,20대,2079330,230,9041,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,약국,남,40대,341300,38,8982,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,악세 사리,남,30대,107000,12,8917,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,약국,여,40대,284300,32,8884,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,기타음료식품,남,30대,114900,13,8838,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,약국,남,40대,202500,23,8804,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,약국,남,40대,433850,50,8677,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,약국,남,20대,353800,41,8629,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,의원,남,40대,300640,35,8590,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,기타음료식품,여,50대,205400,24,8558,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,기타음료식품,여,50대,93000,11,8455,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,의원,남,30대,91900,11,8355,2017-02-16
2016-06,내국인 관광객,제주시,이도2동,약국,여,20대,1041110,125,8329,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,약국,남,30대,902500,109,8280,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,약국,여,30대,1744400,211,8267,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,약국,여,20대,1555160,191,8142,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,약국,남,30대,820400,101,8123,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,약국,여,20대,443800,55,8069,2017-02-16
2016-06,내국인 관광객,제주시,용담2동,약국,남,20대,616200,78,7900,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,기타음료식품,남,20대,615130,78,7886,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,약국,여,40대,266300,34,7832,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,기타음료식품,남,40대,998250,129,7738,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,기타음료식품,여,40대,583500,77,7578,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,의원,남,40대,75500,10,7550,2017-02-16
2016-06,내국인 관광객,서귀포시,예래동,기념품 점,남,20대,105400,14,7529,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,약국,여,30대,638400,85,7511,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,약국,남,30대,240000,32,7500,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,기타음료식품,여,20대,329500,44,7489,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,약국,남,20대,305300,42,7269,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,약국,여,30대,699600,98,7139,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,약국,여,30대,206000,29,7103,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,약국,남,30대,119900,17,7053,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,기타음료식품,남,30대,878300,126,6971,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,약국,여,30대,265400,39,6805,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,의원,남,40대,147700,22,6714,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,의원,여,30대,98000,15,6533,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,약국,여,30대,308300,48,6423,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,약국,여,40대,311600,49,6359,2017-02-16
2016-06,내국인 관광객,서귀포시,성산읍,약국,여,20대,551980,92,6000,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,약국,여,20대,232470,39,5961,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,기타음료식품,남,20대,387300,65,5958,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,기타음료식품,여,30대,1089200,196,5557,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,기타음료식품,남,20대,77660,14,5547,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,약국,여,20대,100310,19,5279,2017-02-16
2016-06,내국인 관광객,서귀포시,남원읍,의원,여,30대,52200,10,5220,2017-02-16
2016-06,내국인 관광객,제주시,삼도2동,약국,남,20대,70800,14,5057,2017-02-16
2016-06,내국인 관광객,서귀포시,대륜동,기타음료식품,여,20대,377500,75,5033,2017-02-16
2016-06,내국인 관광객,제주시,애월읍,기타음료식품,남,20대,52800,15,3520,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,기타음료식품,여,50대,3717100,13,285931,2017-02-16
2016-07,내국인 관광객,제주시,노형동,스포츠레져용품,남,40대,4258800,18,236600,2017-02-16
2016-07,내국인 관광객,제주시,노형동,스포츠레져용품,남,50대,5153400,24,214725,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,농축수산품,여,50대,13230000,64,206719,2017-02-16
2016-07,내국인 관광객,제주시,연동,농축수산품,남,50대,5151180,28,183971,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,농축수산품,남,50대,7883000,46,171370,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,스포츠레져용품,여,40대,2092400,13,160954,2017-02-16
2016-07,내국인 관광객,서귀포시,남원읍,골프 용품,남,50대,1667000,11,151545,2017-02-16
2016-07,내국인 관광객,제주시,노형동,정장(여성),남,30대,2534600,18,140811,2017-02-16
2016-07,내국인 관광객,제주시,노형동,안경,남,40대,1775000,13,136538,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,의원,여,50대,1702800,13,130985,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,농축수산품,여,40대,7793500,62,125702,2017-02-16
2016-07,내국인 관광객,제주시,노형동,정장(여성),남,20대,1449200,12,120767,2017-02-16
2016-07,내국인 관광객,제주시,연동,스포츠레져용품,남,40대,22910800,193,118709,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,스포츠레져용품,남,30대,3759400,32,117481,2017-02-16
2016-07,내국인 관광객,제주시,연동,농축수산품,여,50대,2432600,21,115838,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,50대,1158300,10,115830,2017-02-16
2016-07,내국인 관광객,제주시,연동,스포츠레져용품,여,50대,8606000,75,114747,2017-02-16
2016-07,내국인 관광객,제주시,연동,정장(여성),남,40대,3159000,28,112821,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,안경,남,40대,1114000,10,111400,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,농축수산품,남,40대,1311000,12,109250,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,30대,3157800,29,108890,2017-02-16
2016-07,내국인 관광객,제주시,노형동,안경,남,50대,1070000,10,107000,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,40대,1355900,13,104300,2017-02-16
2016-07,내국인 관광객,서귀포시,예래동,스포츠레져용품,여,40대,1247600,12,103967,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,스포츠레져용품,여,30대,1231500,12,102625,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,농축수산품,남,50대,14508820,143,101460,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,안경,남,30대,2128000,21,101333,2017-02-16
2016-07,내국인 관광객,제주시,연동,정장(여성),남,30대,5032100,50,100642,2017-02-16
2016-07,내국인 관광객,제주시,연동,스포츠레져용품,남,50대,13939800,140,99570,2017-02-16
2016-07,내국인 관광객,제주시,노형동,안경,남,30대,1828000,19,96211,2017-02-16
2016-07,내국인 관광객,제주시,연동,정장(여성),여,30대,8350890,89,93830,2017-02-16
2016-07,내국인 관광객,제주시,연동,스포츠레져용품,여,30대,20883250,223,93647,2017-02-16
2016-07,내국인 관광객,제주시,연동,정장(여성),여,50대,3470630,38,91332,2017-02-16
2016-07,내국인 관광객,제주시,노형동,안경,여,30대,2183000,24,90958,2017-02-16
2016-07,내국인 관광객,제주시,연동,정장(여성),여,40대,5993900,66,90817,2017-02-16
2016-07,내국인 관광객,서귀포시,예래동,스포츠레져용품,여,50대,2078600,23,90374,2017-02-16
2016-07,내국인 관광객,제주시,연동,정장(여성),남,50대,1205300,14,86093,2017-02-16
2016-07,내국인 관광객,제주시,연동,스포츠레져용품,여,40대,11621300,139,83606,2017-02-16
2016-07,내국인 관광객,제주시,연동,안경,남,50대,833000,10,83300,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,스포츠레져용품,남,50대,1745000,21,83095,2017-02-16
2016-07,내국인 관광객,제주시,노형동,안경,여,40대,1661000,20,83050,2017-02-16
2016-07,내국인 관광객,제주시,노형동,정장(여성),여,30대,3441950,42,81951,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,스포츠레져용품,여,30대,1862350,23,80972,2017-02-16
2016-07,내국인 관광객,제주시,연동,정장(여성),남,20대,2059700,26,79219,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,정장(여성),여,50대,792000,10,79200,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,20대,2206100,28,78789,2017-02-16
2016-07,내국인 관광객,제주시,연동,신   발,남,30대,1177500,15,78500,2017-02-16
2016-07,내국인 관광객,제주시,노형동,정장(여성),여,40대,2658510,34,78191,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,농축수산품,남,40대,4375500,56,78134,2017-02-16
2016-07,내국인 관광객,제주시,연동,안경,남,30대,1913000,25,76520,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,정장(여성),여,50대,1976500,26,76019,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,40대,3357500,45,74611,2017-02-16
2016-07,내국인 관광객,제주시,노형동,스포츠레져용품,여,40대,968500,13,74500,2017-02-16
2016-07,내국인 관광객,서귀포시,예래동,농축수산품,남,50대,3058200,42,72814,2017-02-16
2016-07,내국인 관광객,제주시,연동,신   발,여,30대,1381700,19,72721,2017-02-16
2016-07,내국인 관광객,제주시,연동,스포츠레져용품,남,30대,21137190,293,72141,2017-02-16
2016-07,내국인 관광객,서귀포시,남원읍,농축수산품,여,50대,1874000,26,72077,2017-02-16
2016-07,내국인 관광객,제주시,용담2동,농축수산품,남,50대,21304290,298,71491,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,안경,남,30대,1051000,15,70067,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,정장(여성),남,20대,3871000,56,69125,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,농축수산품,여,50대,8873720,129,68789,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,스포츠레져용품,남,50대,2378700,35,67963,2017-02-16
2016-07,내국인 관광객,제주시,용담2동,농축수산품,남,40대,24304030,363,66953,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,안경,남,40대,1538000,23,66870,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,스포츠레져용품,남,40대,2262500,34,66544,2017-02-16
2016-07,내국인 관광객,제주시,연동,의원,여,40대,3541130,55,64384,2017-02-16
2016-07,내국인 관광객,제주시,연동,농축수산품,남,40대,3852600,60,64210,2017-02-16
2016-07,내국인 관광객,제주시,애월읍,농축수산품,여,50대,2307800,36,64106,2017-02-16
2016-07,내국인 관광객,제주시,연동,악세 사리,남,50대,960300,15,64020,2017-02-16
2016-07,내국인 관광객,서귀포시,예래동,농축수산품,남,20대,1980200,31,63877,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,농축수산품,여,30대,5144000,81,63506,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,농축수산품,남,30대,4886600,77,63462,2017-02-16
2016-07,내국인 관광객,제주시,연동,농축수산품,여,40대,3086700,49,62994,2017-02-16
2016-07,내국인 관광객,제주시,애월읍,농축수산품,남,50대,3510500,56,62688,2017-02-16
2016-07,내국인 관광객,제주시,노형동,안경,남,20대,689000,11,62636,2017-02-16
2016-07,내국인 관광객,서귀포시,예래동,스포츠레져용품,남,50대,2113000,34,62147,2017-02-16
2016-07,내국인 관광객,제주시,용담2동,농축수산품,여,40대,19604200,317,61843,2017-02-16
2016-07,내국인 관광객,서귀포시,예래동,농축수산품,여,30대,5542300,90,61581,2017-02-16
2016-07,내국인 관광객,제주시,노형동,농축수산품,여,40대,3716700,62,59947,2017-02-16
2016-07,내국인 관광객,제주시,연동,안경,남,40대,930600,16,58163,2017-02-16
2016-07,내국인 관광객,제주시,용담2동,농축수산품,여,50대,17419265,300,58064,2017-02-16
2016-07,내국인 관광객,제주시,연동,기타음료식품,남,30대,1733100,30,57770,2017-02-16
2016-07,내국인 관광객,제주시,노형동,안경,여,20대,865000,15,57667,2017-02-16
2016-07,내국인 관광객,제주시,연동,신   발,여,40대,688600,12,57383,2017-02-16
2016-07,내국인 관광객,서귀포시,성산읍,농축수산품,남,50대,7809700,138,56592,2017-02-16
2016-07,내국인 관광객,제주시,노형동,기념품 점,남,30대,4064950,72,56458,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,정장(여성),남,50대,1072000,19,56421,2017-02-16
2016-07,내국인 관광객,서귀포시,남원읍,기념품 점,남,40대,3065000,55,55727,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,안경,여,30대,946000,17,55647,2017-02-16
2016-07,내국인 관광객,서귀포시,예래동,기념품 점,여,50대,1055000,19,55526,2017-02-16
2016-07,내국인 관광객,제주시,연동,정장(여성),여,20대,4655220,84,55419,2017-02-16
2016-07,내국인 관광객,서귀포시,성산읍,농축수산품,남,40대,13266700,240,55278,2017-02-16
2016-07,내국인 관광객,제주시,연동,안경,여,50대,995000,18,55278,2017-02-16
2016-07,내국인 관광객,서귀포시,대륜동,농축수산품,남,20대,1658000,30,55267,2017-02-16
2016-07,내국인 관광객,제주시,삼도2동,농축수산품,남,30대,715000,13,55000,2017-02-16
2016-07,내국인 관광객,서귀포시,예래동,농축수산품,여,40대,2818400,52,54200,2017-02-16
2016-07,내국인 관광객,제주시,이도2동,농축수산품,남,30대,3863900,72,53665,2017-02-16
